V1	V2.x	V3	V4	V5	grp	DUP
NC_021694.1	Gnomon	intron	5503055	5503137	2259	NO
NC_021694.1	Gnomon	exon	5503138	5503182	2260	NO
NC_021694.1	Gnomon	intron	5503183	5503268	2261	NO
NC_021694.1	Gnomon	exon	5503269	5503304	2262	NO
NC_021694.1	Gnomon	intron	5503305	5504090	2263	NO
NC_021694.1	Gnomon	exon	5504091	5504180	2264	NO
NC_021694.1	Gnomon	intron	5504181	5504282	2265	NO
NC_021694.1	Gnomon	exon	5504283	5504333	2266	NO
NC_021694.1	Gnomon	intron	5504334	5506058	2267	NO
NC_021694.1	Gnomon	exon	5506059	5506077	2268	NO
NC_021694.1	Gnomon	intron	5506078	5506151	2269	NO
NC_021694.1	Gnomon	exon	5506152	5506196	2270	NO
NC_021694.1	Gnomon	intron	5506197	5506395	2271	NO
NC_021694.1	Gnomon	exon	5506396	5506440	2272	NO
NC_021694.1	Gnomon	intron	5506441	5506845	2273	NO
NC_021694.1	Gnomon	exon	5506846	5506899	2274	NO
NC_021694.1	Gnomon	intron	5506900	5506998	2275	NO
NC_021694.1	Gnomon	exon	5506999	5507052	2276	NO
NC_021694.1	Gnomon	intron	5507053	5507126	2277	NO
NC_021694.1	Gnomon	exon	5507127	5507171	2278	NO
NC_021694.1	Gnomon	intron	5507172	5507370	2279	NO
NC_021694.1	Gnomon	exon	5507371	5507415	2280	NO
NC_021694.1	Gnomon	intron	5507416	5507498	2281	NO
NC_021694.1	Gnomon	exon	5507499	5507552	2282	NO
NC_021694.1	Gnomon	intron	5507553	5510612	2283	NO
NC_021694.1	Gnomon	exon	5510613	5510684	2284	NO
NC_021694.1	Gnomon	intron	5510685	5510795	2285	NO
NC_021694.1	Gnomon	exon	5510796	5510858	2286	NO
NC_021694.1	Gnomon	intron	5510859	5511522	2287	NO
NC_021694.1	Gnomon	exon	5511523	5511558	2288	NO
NC_021694.1	Gnomon	intron	5511559	5511644	2289	NO
NC_021694.1	Gnomon	exon	5511645	5511747	2290	NO
NC_021694.1	Gnomon	intron	5511748	5512980	2291	NO
NC_021694.1	Gnomon	exon	5512981	5513030	2292	NO
NC_021694.1	Gnomon	intron	5513031	5513902	2293	NO
NC_021694.1	Gnomon	exon	5513903	5513956	2294	NO
NC_021694.1	Gnomon	intron	5513957	5514038	2295	NO
NC_021694.1	Gnomon	exon	5514039	5514092	2296	NO
NC_021694.1	Gnomon	intron	5514093	5515193	2297	NO
NC_021694.1	Gnomon	exon	5515194	5515238	2298	NO
NC_021694.1	Gnomon	intron	5515239	5515514	2299	NO
NC_021694.1	Gnomon	exon	5515515	5515559	2300	NO
NC_021694.1	Gnomon	intron	5515560	5515666	2301	NO
NC_021694.1	Gnomon	exon	5515667	5515741	2302	NO
NC_021694.1	Gnomon	intron	5515742	5515886	2303	NO
NC_021694.1	Gnomon	exon	5515887	5515922	2304	NO
NC_021694.1	Gnomon	intron	5515923	5516737	2305	NO
NC_021694.1	Gnomon	exon	5516738	5516854	2306	NO
NC_021694.1	Gnomon	intron	5516855	5516932	2307	NO
NC_021694.1	Gnomon	exon	5516933	5516977	2308	NO
NC_021694.1	Gnomon	intron	5516978	5517895	2309	NO
NC_021694.1	Gnomon	exon	5517896	5517964	2310	NO
NC_021694.1	Gnomon	intron	5517965	5518043	2311	NO
NC_021694.1	Gnomon	exon	5518044	5518097	2312	NO
NC_021694.1	Gnomon	intron	5518098	5518616	2313	NO
NC_021694.1	Gnomon	exon	5518617	5518661	2314	NO
NC_021694.1	Gnomon	intron	5518662	5518756	2315	NO
NC_021694.1	Gnomon	exon	5518757	5518874	2316	NO
NC_021694.1	Gnomon	intron	5518875	5519396	2317	NO
NC_021694.1	Gnomon	exon	5519397	5519509	2318	NO
NC_021694.1	Gnomon	intron	5519510	5519604	2319	NO
NC_021694.1	Gnomon	exon	5519605	5519673	2320	NO
NC_021694.1	Gnomon	intron	5519674	5519740	2321	NO
NC_021694.1	Gnomon	exon	5519741	5519794	2322	NO
NC_021694.1	Gnomon	intron	5519795	5519946	2323	NO
NC_021694.1	Gnomon	exon	5519947	5519982	2324	NO
NC_021694.1	Gnomon	intron	5519983	5520065	2325	NO
NC_021694.1	Gnomon	exon	5520066	5520107	2326	NO
NC_021694.1	Gnomon	intron	5520108	5520931	2327	NO
NC_021694.1	Gnomon	exon	5520932	5520985	2328	NO
NC_021694.1	Gnomon	intron	5520986	5521056	2329	NO
NC_021694.1	Gnomon	exon	5521057	5521179	2330	NO
NC_021694.1	Gnomon	intron	5521180	5521228	2331	NO
NC_021694.1	Gnomon	exon	5521229	5521267	2332	NO
NC_021694.1	Gnomon	intron	5521268	5521344	2333	NO
NC_021694.1	Gnomon	exon	5521345	5521461	2334	NO
NC_021694.1	Gnomon	intron	5521462	5521600	2335	NO
NC_021694.1	Gnomon	exon	5521601	5521654	2336	NO
NC_021694.1	Gnomon	intron	5521655	5521754	2337	NO
NC_021694.1	Gnomon	exon	5521755	5521790	2338	NO
NC_021694.1	Gnomon	intron	5521791	5522526	2339	NO
NC_021694.1	Gnomon	exon	5522527	5522574	2340	NO
NC_021694.1	Gnomon	intron	5522575	5522659	2341	NO
NC_021694.1	Gnomon	exon	5522660	5522752	2342	NO
NC_021694.1	Gnomon	intron	5522753	5522827	2343	NO
NC_021694.1	Gnomon	exon	5522828	5522863	2344	NO
NC_021694.1	Gnomon	intron	5522864	5522948	2345	NO
NC_021694.1	Gnomon	exon	5522949	5522984	2346	NO
NC_021694.1	Gnomon	intron	5522985	5523067	2347	NO
NC_021694.1	Gnomon	exon	5523068	5523184	2348	NO
NC_021694.1	Gnomon	intron	5523185	5523332	2349	NO
NC_021694.1	Gnomon	exon	5523333	5523368	2350	NO
NC_021694.1	Gnomon	intron	5523369	5523623	2351	NO
NC_021694.1	Gnomon	exon	5523624	5523668	2352	NO
NC_021694.1	Gnomon	intron	5523669	5525628	2353	NO
NC_021694.1	Gnomon	exon	5525629	5525667	2354	NO
NC_021694.1	Gnomon	intron	5525668	5525773	2355	NO
NC_021694.1	Gnomon	exon	5525774	5525869	2356	NO
NC_021694.1	Gnomon	intron	5525870	5525948	2357	NO
NC_021694.1	Gnomon	exon	5525949	5525993	2358	NO
NC_021694.1	Gnomon	intron	5525994	5526101	2359	NO
NC_021694.1	Gnomon	exon	5526102	5526164	2360	NO
NC_021694.1	Gnomon	intron	5526165	5526300	2361	NO
NC_021694.1	Gnomon	exon	5526301	5526336	2362	NO
NC_021694.1	Gnomon	intron	5526337	5526496	2363	NO
NC_021694.1	Gnomon	exon	5526497	5526541	2364	NO
NC_021694.1	Gnomon	intron	5526542	5528296	2365	NO
NC_021694.1	Gnomon	exon	5528297	5528323	2366	NO
NC_021694.1	Gnomon	intron	5528324	5528646	2367	NO
NC_021694.1	Gnomon	exon	5528647	5528682	2368	NO
NC_021694.1	Gnomon	intron	5528683	5531755	2369	NO
NC_021694.1	Gnomon	exon	5531756	5531809	2370	NO
NC_021694.1	Gnomon	intron	5531810	5533727	2371	NO
NC_021694.1	Gnomon	exon	5533728	5534030	2372	NO
NC_021694.1	Gnomon	intron	5534031	5536075	2373	NO
NC_021694.1	Gnomon	exon	5536076	5536199	2374	NO
NC_021694.1	Gnomon	intron	5536200	5537393	2375	NO
NC_021694.1	Gnomon	exon	5537394	5537511	2376	NO
NC_021694.1	Gnomon	intron	5537512	5537626	2377	NO
NC_021694.1	Gnomon	exon	5537627	5537689	2378	NO
NC_021694.1	Gnomon	intron	5537690	5539282	2379	NO
NC_021694.1	Gnomon	exon	5539283	5539381	2380	NO
NC_021696.1	Gnomon	non_coding	5539382	5543593	NA	NA
NC_021694.1	Gnomon	exon	5543594	5543786	2382	NO
NC_021694.1	Gnomon	intron	5543787	5545316	2383	NO
NC_021694.1	Gnomon	exon	5545317	5545531	2384	NO
NC_021694.1	Gnomon	intron	5545532	5545634	2385	NO
NC_021694.1	Gnomon	exon	5545635	5545688	2386	NO
NC_021694.1	Gnomon	intron	5545689	5545818	2387	NO
NC_021694.1	Gnomon	exon	5545819	5545923	2388	NO
NC_021694.1	Gnomon	intron	5545924	5546249	2389	NO
NC_021694.1	Gnomon	exon	5546250	5546285	2390	NO
NC_021694.1	Gnomon	intron	5546286	5546506	2391	NO
NC_021694.1	Gnomon	exon	5546507	5546965	2392	NO
NC_021694.1	Gnomon	intron	5546966	5547011	2393	NO
NC_021694.1	Gnomon	exon	5547012	5547211	2394	NO
NC_021694.1	Gnomon	intron	5547212	5547343	2395	NO
NC_021694.1	Gnomon	exon	5547344	5547383	2396	NO
NC_021694.1	Gnomon	intron	5547384	5547512	2397	NO
NC_021694.1	Gnomon	exon	5547513	5547608	2398	NO
NC_021694.1	Gnomon	intron	5547609	5547679	2399	NO
NC_021694.1	Gnomon	exon	5547680	5547851	2400	NO
NC_021694.1	Gnomon	intron	5547852	5549472	2401	NO
NC_021694.1	Gnomon	exon	5549473	5549558	2402	NO
NC_021694.1	Gnomon	intron	5549559	5549663	2403	NO
NC_021694.1	Gnomon	exon	5549664	5549730	2404	NO
NC_021694.1	Gnomon	intron	5549731	5549827	2405	NO
NC_021694.1	Gnomon	exon	5549828	5549897	2406	NO
NC_021694.1	Gnomon	intron	5549898	5550116	2407	NO
NC_021694.1	Gnomon	exon	5550117	5550267	2408	NO
NC_021694.1	Gnomon	intron	5550268	5550498	2409	NO
NC_021694.1	Gnomon	exon	5550499	5550601	2410	NO
NC_021694.1	Gnomon	intron	5550602	5551726	2411	NO
NC_021694.1	Gnomon	exon	5551727	5551830	2412	NO
NC_021694.1	Gnomon	intron	5551831	5552253	2413	NO
NC_021694.1	Gnomon	exon	5552254	5552380	2414	NO
NC_021694.1	Gnomon	intron	5552381	5555295	2415	NO
NC_021694.1	Gnomon	exon	5555296	5555339	2416	NO
NC_021694.1	Gnomon	intron	5555340	5556008	2417	NO
NC_021694.1	Gnomon	exon	5556009	5556111	2418	NO
NC_021694.1	Gnomon	intron	5556112	5556181	2419	NO
NC_021694.1	Gnomon	exon	5556182	5556366	2420	NO
NC_021694.1	Gnomon	intron	5556367	5557050	2421	NO
NC_021694.1	Gnomon	exon	5557051	5557084	2422	NO
NC_021694.1	Gnomon	intron	5557085	5557154	2423	NO
NC_021694.1	Gnomon	exon	5557155	5557230	2424	NO
NC_021694.1	Gnomon	intron	5557231	5558408	2425	NO
NC_021694.1	Gnomon	exon	5558409	5558555	2426	NO
NC_021694.1	Gnomon	intron	5558556	5558625	2427	NO
NC_021694.1	Gnomon	exon	5558626	5558734	2428	NO
NC_021694.1	Gnomon	intron	5558735	5559520	2429	NO
NC_021694.1	Gnomon	exon	5559521	5559589	2430	NO
NC_021694.1	Gnomon	intron	5559590	5559683	2431	NO
NC_021694.1	Gnomon	exon	5559684	5559878	2432	NO
NC_021694.1	Gnomon	intron	5559879	5560714	2433	NO
NC_021694.1	Gnomon	exon	5560715	5560821	2434	NO
NC_021694.1	Gnomon	intron	5560822	5561632	2435	NO
NC_021694.1	Gnomon	exon	5561633	5561734	2436	NO
NC_021694.1	Gnomon	intron	5561735	5561808	2437	NO
NC_021694.1	Gnomon	exon	5561809	5561990	2438	NO
NC_021694.1	Gnomon	intron	5561991	5562742	2439	NO
NC_021694.1	Gnomon	exon	5562743	5562818	2440	NO
NC_021694.1	Gnomon	intron	5562819	5563037	2441	NO
NC_021694.1	Gnomon	exon	5563038	5563142	2442	NO
NC_021694.1	Gnomon	intron	5563143	5564512	2443	NO
NC_021694.1	Gnomon	exon	5564513	5564677	2444	NO
NC_021694.1	Gnomon	intron	5564678	5565724	2445	NO
NC_021694.1	Gnomon	exon	5565725	5565889	2446	NO
NC_021694.1	Gnomon	intron	5565890	5569417	2447	NO
NC_021694.1	Gnomon	exon	5569418	5569501	2448	NO
NC_021694.1	Gnomon	intron	5569502	5569976	2449	NO
NC_021694.1	Gnomon	exon	5569977	5570003	2450	NO
NC_021694.1	Gnomon	intron	5570004	5570773	2451	NO
NC_021694.1	Gnomon	exon	5570774	5570802	2452	NO
NC_021694.1	Gnomon	intron	5570803	5571196	2453	NO
NC_021694.1	Gnomon	exon	5571197	5571369	2454	NO
NC_021694.1	Gnomon	intron	5571370	5575445	2455	NO
NC_021694.1	Gnomon	exon	5575446	5575727	2456	NO
NC_021694.1	Gnomon	intron	5575728	5575814	2457	NO
NC_021694.1	Gnomon	exon	5575815	5576144	2458	NO
NC_021694.1	Gnomon	intron	5576145	5578252	2459	NO
NC_021694.1	Gnomon	exon	5578253	5578290	2460	NO
NC_021696.1	Gnomon	non_coding	5578291	5675995	NA	NA
NC_021694.1	Gnomon	exon	5675996	5676168	2462	NO
NC_021694.1	Gnomon	intron	5676169	5676717	2463	NO
NC_021694.1	Gnomon	exon	5676718	5676771	2464	NO
NC_021694.1	Gnomon	intron	5676772	5677713	2465	NO
NC_021694.1	Gnomon	exon	5677714	5677877	2466	NO
NC_021694.1	Gnomon	intron	5677878	5681054	2467	NO
NC_021694.1	Gnomon	exon	5681055	5681147	2468	NO
NC_021694.1	Gnomon	intron	5681148	5685993	2469	NO
NC_021694.1	Gnomon	exon	5685994	5686148	2470	NO
NC_021696.1	Gnomon	non_coding	5686149	5716531	NA	NA
NC_021694.1	Gnomon	exon	5716532	5716665	2472	NO
NC_021694.1	Gnomon	intron	5716666	5718355	2473	NO
NC_021694.1	Gnomon	exon	5718356	5718423	2474	NO
NC_021694.1	Gnomon	intron	5718424	5719149	2475	NO
NC_021694.1	Gnomon	exon	5719150	5719208	2476	NO
NC_021694.1	Gnomon	intron	5719209	5721918	2477	NO
NC_021694.1	Gnomon	exon	5721919	5722113	2478	NO
NC_021694.1	Gnomon	intron	5722114	5725469	2479	NO
NC_021694.1	Gnomon	exon	5725470	5726594	2480	NO
NC_021696.1	Gnomon	non_coding	5726595	5732344	NA	NA
NC_021694.1	Gnomon	exon	5732345	5733247	2482	NO
NC_021694.1	Gnomon	intron	5733248	5736140	2483	NO
NC_021694.1	Gnomon	exon	5736141	5736360	2484	NO
NC_021694.1	Gnomon	intron	5736361	5736606	2485	NO
NC_021694.1	Gnomon	exon	5736607	5736690	2486	NO
NC_021694.1	Gnomon	intron	5736691	5737457	2487	NO
NC_021694.1	Gnomon	exon	5737458	5737612	2488	NO
NC_021694.1	Gnomon	intron	5737613	5738541	2489	NO
NC_021694.1	Gnomon	exon	5738542	5738878	2490	NO
NC_021694.1	Gnomon	intron	5738879	5740202	2491	NO
NC_021694.1	Gnomon	exon	5740203	5740390	2492	NO
NC_021694.1	Gnomon	intron	5740391	5741049	2493	NO
NC_021694.1	Gnomon	exon	5741050	5741170	2494	NO
NC_021694.1	Gnomon	intron	5741171	5741370	2495	NO
NC_021694.1	Gnomon	exon	5741371	5741761	2496	NO
NC_021696.1	Gnomon	non_coding	5741762	5751342	NA	NA
NC_021694.1	Gnomon	exon	5751343	5751366	2498	NO
NC_021694.1	Gnomon	intron	5751367	5752135	2499	NO
NC_021694.1	Gnomon	exon	5752136	5753566	2500	NO
NC_021694.1	Gnomon	intron	5753567	5754401	2501	NO
NC_021694.1	Gnomon	exon	5754402	5754720	2502	NO
NC_021694.1	Gnomon	intron	5754721	5755318	2503	NO
NC_021694.1	Gnomon	exon	5755319	5755482	2504	NO
NC_021696.1	Gnomon	non_coding	5755483	5755732	NA	NA
NC_021694.1	Gnomon	exon	5755733	5756216	2506	NO
NC_021694.1	Gnomon	intron	5756217	5758531	2507	NO
NC_021694.1	Gnomon	exon	5758532	5758771	2508	NO
NC_021694.1	Gnomon	intron	5758772	5759556	2509	NO
NC_021694.1	Gnomon	exon	5759557	5759982	2510	NO
NC_021696.1	Gnomon	non_coding	5759983	5760872	NA	NA
NC_021694.1	Gnomon	exon	5760873	5760990	2512	NO
NC_021694.1	Gnomon	intron	5760991	5761811	2513	NO
NC_021694.1	Gnomon	exon	5761812	5762703	2514	NO
NC_021696.1	Gnomon	non_coding	5762704	5766739	NA	NA
NC_021694.1	Gnomon	exon	5766740	5767217	2516	NO
NC_021694.1	Gnomon	intron	5767218	5767468	2517	NO
NC_021694.1	Gnomon	exon	5767469	5767535	2518	NO
NC_021694.1	Gnomon	intron	5767536	5767622	2519	NO
NC_021694.1	Gnomon	exon	5767623	5767769	2520	NO
NC_021694.1	Gnomon	intron	5767770	5768441	2521	NO
NC_021694.1	Gnomon	exon	5768442	5768572	2522	NO
NC_021694.1	Gnomon	intron	5768573	5768660	2523	NO
NC_021694.1	Gnomon	exon	5768661	5768769	2524	NO
NC_021694.1	Gnomon	intron	5768770	5768975	2525	NO
NC_021694.1	Gnomon	exon	5768976	5769116	2526	NO
NC_021694.1	Gnomon	intron	5769117	5769205	2527	NO
NC_021694.1	Gnomon	exon	5769206	5769314	2528	NO
NC_021694.1	Gnomon	intron	5769315	5770569	2529	NO
NC_021694.1	Gnomon	exon	5770570	5770662	2530	NO
NC_021694.1	Gnomon	intron	5770663	5771416	2531	NO
NC_021694.1	Gnomon	exon	5771417	5771558	2532	NO
NC_021694.1	Gnomon	intron	5771559	5772152	2533	NO
NC_021694.1	Gnomon	exon	5772153	5772291	2534	NO
NC_021694.1	Gnomon	intron	5772292	5773200	2535	NO
NC_021694.1	Gnomon	exon	5773201	5773275	2536	NO
NC_021694.1	Gnomon	intron	5773276	5773459	2537	NO
NC_021694.1	Gnomon	exon	5773460	5773577	2538	NO
NC_021694.1	Gnomon	intron	5773578	5773923	2539	NO
NC_021694.1	Gnomon	exon	5773924	5774031	2540	NO
NC_021696.1	Gnomon	non_coding	5774032	5778398	NA	NA
NC_021694.1	Gnomon	exon	5778399	5779053	2542	NO
NC_021694.1	Gnomon	intron	5779054	5780788	2543	NO
NC_021694.1	Gnomon	exon	5780789	5780920	2544	NO
NC_021694.1	Gnomon	intron	5780921	5781225	2545	NO
NC_021694.1	Gnomon	exon	5781226	5781379	2546	NO
NC_021694.1	Gnomon	intron	5781380	5781470	2547	NO
NC_021694.1	Gnomon	exon	5781471	5781547	2548	NO
NC_021694.1	Gnomon	intron	5781548	5782705	2549	NO
NC_021694.1	Gnomon	exon	5782706	5782885	2550	NO
NC_021694.1	Gnomon	intron	5782886	5784072	2551	NO
NC_021694.1	Gnomon	exon	5784073	5784190	2552	NO
NC_021694.1	Gnomon	intron	5784191	5785942	2553	NO
NC_021694.1	Gnomon	exon	5785943	5785958	2554	NO
NC_021694.1	Gnomon	intron	5785959	5786145	2555	NO
NC_021694.1	Gnomon	exon	5786146	5786244	2556	NO
NC_021694.1	Gnomon	intron	5786245	5786331	2557	NO
NC_021694.1	Gnomon	exon	5786332	5786422	2558	NO
NC_021694.1	Gnomon	intron	5786423	5786513	2559	NO
NC_021694.1	Gnomon	exon	5786514	5786595	2560	NO
NC_021694.1	Gnomon	intron	5786596	5786734	2561	NO
NC_021694.1	Gnomon	exon	5786735	5786870	2562	NO
NC_021696.1	Gnomon	non_coding	5786871	5793090	NA	NA
NC_021694.1	Gnomon	exon	5793091	5794245	2564	NO
NC_021694.1	Gnomon	intron	5794246	5794297	2565	NO
NC_021694.1	Gnomon	exon	5794298	5794322	2566	NO
NC_021694.1	Gnomon	intron	5794323	5794623	2567	NO
NC_021694.1	Gnomon	exon	5794624	5794976	2568	NO
NC_021696.1	Gnomon	non_coding	5794977	5796486	NA	NA
NC_021694.1	Gnomon	exon	5796487	5797092	2570	NO
NC_021694.1	Gnomon	intron	5797093	5797496	2571	NO
NC_021694.1	Gnomon	exon	5797497	5797605	2572	NO
NC_021694.1	Gnomon	intron	5797606	5798510	2573	NO
NC_021694.1	Gnomon	exon	5798511	5798636	2574	NO
NC_021694.1	Gnomon	intron	5798637	5798732	2575	NO
NC_021694.1	Gnomon	exon	5798733	5798746	2576	NO
NC_021694.1	Gnomon	intron	5798747	5798813	2577	NO
NC_021694.1	Gnomon	exon	5798814	5798973	2578	NO
NC_021694.1	Gnomon	intron	5798974	5799428	2579	NO
NC_021694.1	Gnomon	exon	5799429	5799646	2580	NO
NC_021694.1	Gnomon	intron	5799647	5801329	2581	NO
NC_021694.1	Gnomon	exon	5801330	5801491	2582	NO
NC_021694.1	Gnomon	intron	5801492	5801569	2583	NO
NC_021694.1	Gnomon	exon	5801570	5801711	2584	NO
NC_021694.1	Gnomon	intron	5801712	5801797	2585	NO
NC_021694.1	Gnomon	exon	5801798	5802018	2586	NO
NC_021694.1	Gnomon	intron	5802019	5802794	2587	NO
NC_021694.1	Gnomon	exon	5802795	5802946	2588	NO
NC_021694.1	Gnomon	intron	5802947	5803036	2589	NO
NC_021694.1	Gnomon	exon	5803037	5803498	2590	NO
NC_021696.1	Gnomon	non_coding	5803499	5805099	NA	NA
NC_021694.1	Gnomon	exon	5805100	5805479	2592	NO
NC_021694.1	Gnomon	intron	5805480	5805775	2593	NO
NC_021694.1	Gnomon	exon	5805776	5805868	2594	NO
NC_021694.1	Gnomon	intron	5805869	5806065	2595	NO
NC_021694.1	Gnomon	exon	5806066	5806139	2596	NO
NC_021694.1	Gnomon	intron	5806140	5806573	2597	NO
NC_021694.1	Gnomon	exon	5806574	5806663	2598	NO
NC_021694.1	Gnomon	intron	5806664	5806935	2599	NO
NC_021694.1	Gnomon	exon	5806936	5807046	2600	NO
NC_021694.1	Gnomon	intron	5807047	5808253	2601	NO
NC_021694.1	Gnomon	exon	5808254	5808381	2602	NO
NC_021694.1	Gnomon	intron	5808382	5808460	2603	NO
NC_021694.1	Gnomon	exon	5808461	5808610	2604	NO
NC_021694.1	Gnomon	intron	5808611	5810668	2605	NO
NC_021694.1	Gnomon	exon	5810669	5810734	2606	NO
NC_021694.1	Gnomon	intron	5810735	5811278	2607	NO
NC_021694.1	Gnomon	exon	5811279	5811366	2608	NO
NC_021694.1	Gnomon	intron	5811367	5811462	2609	NO
NC_021694.1	Gnomon	exon	5811463	5811555	2610	NO
NC_021694.1	Gnomon	intron	5811556	5811841	2611	NO
NC_021694.1	Gnomon	exon	5811842	5811917	2612	NO
NC_021696.1	Gnomon	non_coding	5811918	5816224	NA	NA
NC_021694.1	Gnomon	exon	5816225	5817252	2614	NO
NC_021694.1	Gnomon	intron	5817253	5817365	2615	NO
NC_021694.1	Gnomon	exon	5817366	5817475	2616	NO
NC_021694.1	Gnomon	intron	5817476	5817565	2617	NO
NC_021694.1	Gnomon	exon	5817566	5817863	2618	NO
NC_021696.1	Gnomon	non_coding	5817864	5819545	NA	NA
NC_021694.1	Gnomon	exon	5819546	5819665	2620	NO
NC_021694.1	Gnomon	intron	5819666	5820149	2621	NO
NC_021694.1	Gnomon	exon	5820150	5820172	2622	NO
NC_021694.1	Gnomon	intron	5820173	5820254	2623	NO
NC_021694.1	Gnomon	exon	5820255	5820409	2624	NO
NC_021694.1	Gnomon	intron	5820410	5823126	2625	NO
NC_021694.1	Gnomon	exon	5823127	5823395	2626	NO
NC_021696.1	Gnomon	non_coding	5823396	5827035	NA	NA
NC_021694.1	Gnomon	exon	5827036	5827447	2628	NO
NC_021694.1	Gnomon	intron	5827448	5827844	2629	NO
NC_021694.1	Gnomon	exon	5827845	5827940	2630	NO
NC_021694.1	Gnomon	intron	5827941	5828171	2631	NO
NC_021694.1	Gnomon	exon	5828172	5828264	2632	NO
NC_021694.1	Gnomon	intron	5828265	5828552	2633	NO
NC_021694.1	Gnomon	exon	5828553	5828627	2634	NO
NC_021694.1	Gnomon	intron	5828628	5829308	2635	NO
NC_021694.1	Gnomon	exon	5829309	5829428	2636	NO
NC_021694.1	Gnomon	intron	5829429	5829517	2637	NO
NC_021694.1	Gnomon	exon	5829518	5829712	2638	NO
NC_021694.1	Gnomon	intron	5829713	5830328	2639	NO
NC_021694.1	Gnomon	exon	5830329	5830499	2640	NO
NC_021694.1	Gnomon	intron	5830500	5831629	2641	NO
NC_021694.1	Gnomon	exon	5831630	5831721	2642	NO
NC_021694.1	Gnomon	intron	5831722	5832892	2643	NO
NC_021694.1	Gnomon	exon	5832893	5833231	2644	NO
NC_021694.1	Gnomon	intron	5833232	5835578	2645	NO
NC_021694.1	Gnomon	exon	5835579	5835730	2646	NO
NC_021696.1	Gnomon	non_coding	5835731	5840923	NA	NA
NC_021694.1	Gnomon	exon	5840924	5841116	2648	NO
NC_021694.1	Gnomon	intron	5841117	5841951	2649	NO
NC_021694.1	Gnomon	exon	5841952	5842130	2650	NO
NC_021694.1	Gnomon	intron	5842131	5844093	2651	NO
NC_021694.1	Gnomon	exon	5844094	5844221	2652	NO
NC_021694.1	Gnomon	intron	5844222	5844764	2653	NO
NC_021694.1	Gnomon	exon	5844765	5844890	2654	NO
NC_021694.1	Gnomon	intron	5844891	5844970	2655	NO
NC_021694.1	Gnomon	exon	5844971	5845049	2656	NO
NC_021694.1	Gnomon	intron	5845050	5845682	2657	NO
NC_021694.1	Gnomon	exon	5845683	5845846	2658	NO
NC_021694.1	Gnomon	intron	5845847	5846623	2659	NO
NC_021694.1	Gnomon	exon	5846624	5846723	2660	NO
NC_021694.1	Gnomon	intron	5846724	5848042	2661	NO
NC_021694.1	Gnomon	exon	5848043	5848131	2662	NO
NC_021694.1	Gnomon	intron	5848132	5848326	2663	NO
NC_021694.1	Gnomon	exon	5848327	5848458	2664	NO
NC_021694.1	Gnomon	intron	5848459	5849414	2665	NO
NC_021694.1	Gnomon	exon	5849415	5849509	2666	NO
NC_021694.1	Gnomon	intron	5849510	5849785	2667	NO
NC_021694.1	Gnomon	exon	5849786	5849885	2668	NO
NC_021694.1	Gnomon	intron	5849886	5850802	2669	NO
NC_021694.1	Gnomon	exon	5850803	5850898	2670	NO
NC_021694.1	Gnomon	intron	5850899	5851597	2671	NO
NC_021694.1	Gnomon	exon	5851598	5851707	2672	NO
NC_021694.1	Gnomon	intron	5851708	5853420	2673	NO
NC_021694.1	Gnomon	exon	5853421	5853560	2674	NO
NC_021694.1	Gnomon	intron	5853561	5854508	2675	NO
NC_021694.1	Gnomon	exon	5854509	5854592	2676	NO
NC_021694.1	Gnomon	intron	5854593	5855300	2677	NO
NC_021694.1	Gnomon	exon	5855301	5855764	2678	NO
NC_021696.1	Gnomon	non_coding	5855765	5859684	NA	NA
NC_021694.1	Gnomon	exon	5859685	5861384	2680	NO
NC_021694.1	Gnomon	intron	5861385	5861483	2681	NO
NC_021694.1	Gnomon	exon	5861484	5861740	2682	NO
NC_021694.1	Gnomon	intron	5861741	5862233	2683	NO
NC_021694.1	Gnomon	exon	5862234	5862755	2684	NO
NC_021694.1	Gnomon	intron	5862756	5863195	2685	NO
NC_021694.1	Gnomon	exon	5863196	5863277	2686	NO
NC_021694.1	Gnomon	intron	5863278	5863408	2687	NO
NC_021694.1	Gnomon	exon	5863409	5863477	2688	NO
NC_021694.1	Gnomon	intron	5863478	5863573	2689	NO
NC_021694.1	Gnomon	exon	5863574	5863689	2690	NO
NC_021694.1	Gnomon	intron	5863690	5863991	2691	NO
NC_021694.1	Gnomon	exon	5863992	5864046	2692	NO
NC_021694.1	Gnomon	intron	5864047	5864142	2693	NO
NC_021694.1	Gnomon	exon	5864143	5864313	2694	NO
NC_021694.1	Gnomon	intron	5864314	5864955	2695	NO
NC_021694.1	Gnomon	exon	5864956	5865072	2696	NO
NC_021694.1	Gnomon	intron	5865073	5866145	2697	NO
NC_021694.1	Gnomon	exon	5866146	5866471	2698	NO
NC_021696.1	Gnomon	non_coding	5866472	5869530	NA	NA
NC_021694.1	Gnomon	exon	5869531	5870238	2700	NO
NC_021694.1	Gnomon	intron	5870239	5870667	2701	NO
NC_021694.1	Gnomon	exon	5870668	5870900	2702	NO
NC_021694.1	Gnomon	intron	5870901	5873640	2703	NO
NC_021694.1	Gnomon	exon	5873641	5873819	2704	NO
NC_021694.1	Gnomon	intron	5873820	5875224	2705	NO
NC_021694.1	Gnomon	exon	5875225	5876090	2706	NO
NC_021696.1	Gnomon	non_coding	5876091	5883122	NA	NA
